,font,category,isin_laten,data_type
2143,SairaSemiCondensed-ExtraLight,SANS_SERIF,True,valid
2144,SairaSemiCondensed-Light,SANS_SERIF,True,valid
2145,SairaSemiCondensed-Thin,SANS_SERIF,True,valid
2146,SairaSemiCondensed-ExtraBold,SANS_SERIF,True,valid
2147,SairaSemiCondensed-Bold,SANS_SERIF,True,valid
2148,SairaSemiCondensed-Regular,SANS_SERIF,True,valid
2149,SairaSemiCondensed-Black,SANS_SERIF,True,valid
2150,SairaSemiCondensed-SemiBold,SANS_SERIF,True,valid
2151,SairaSemiCondensed-Medium,SANS_SERIF,True,valid
2152,HindKochi-Regular,SANS_SERIF,True,valid
2153,HindKochi-Light,SANS_SERIF,True,valid
2154,HindKochi-Bold,SANS_SERIF,True,valid
2155,HindKochi-SemiBold,SANS_SERIF,True,valid
2156,HindKochi-Medium,SANS_SERIF,True,valid
2157,AlmendraDisplay-Regular,DISPLAY,True,valid
2158,Festive-Regular,HANDWRITING,True,valid
2159,GrechenFuemen-Regular,HANDWRITING,True,valid
2160,Eczar[wght],SERIF,True,valid
2161,PatrickHand-Regular,HANDWRITING,True,valid
2162,Rosarivo-Regular,SERIF,True,valid
2163,Rosarivo-Italic,SERIF,True,valid
2164,NovaRound,DISPLAY,True,valid
2165,HeadlandOne-Regular,SERIF,True,valid
2166,SairaCondensed-ExtraBold,SANS_SERIF,True,valid
2167,SairaCondensed-Bold,SANS_SERIF,True,valid
2168,SairaCondensed-Light,SANS_SERIF,True,valid
2169,SairaCondensed-Thin,SANS_SERIF,True,valid
2170,SairaCondensed-SemiBold,SANS_SERIF,True,valid
2171,SairaCondensed-Regular,SANS_SERIF,True,valid
2172,SairaCondensed-Black,SANS_SERIF,True,valid
2173,SairaCondensed-ExtraLight,SANS_SERIF,True,valid
2174,SairaCondensed-Medium,SANS_SERIF,True,valid
2175,Oranienbaum-Regular,SERIF,True,valid
2176,Battambang-Regular,DISPLAY,True,valid
2177,Battambang-Black,DISPLAY,True,valid
2178,Battambang-Bold,DISPLAY,True,valid
2179,Battambang-Light,DISPLAY,True,valid
2180,Battambang-Thin,DISPLAY,True,valid
2181,ShipporiAntiqueB1-Regular,SANS_SERIF,True,valid
2182,"NotoSerifDisplay[wdth,wght]",SERIF,True,valid
2183,"NotoSerifDisplay-Italic[wdth,wght]",SERIF,True,valid
2184,Kavivanar-Regular,HANDWRITING,True,valid
2185,Audiowide-Regular,DISPLAY,True,valid
2186,Felipa-Regular,HANDWRITING,True,valid
2187,Atma-Medium,DISPLAY,True,valid
2188,Atma-Light,DISPLAY,True,valid
2189,Atma-Regular,DISPLAY,True,valid
2190,Atma-SemiBold,DISPLAY,True,valid
2191,Atma-Bold,DISPLAY,True,valid
2192,SlacksideOne-Regular,HANDWRITING,True,valid
2193,Allison-Regular,HANDWRITING,True,valid
2194,Buenard-Bold,SERIF,True,valid
2195,Buenard-Regular,SERIF,True,valid
2196,Oldenburg-Regular,DISPLAY,True,valid
2197,DeliusUnicase-Bold,HANDWRITING,True,valid
2198,DeliusUnicase-Regular,HANDWRITING,True,valid
2199,"Georama-Italic[wdth,wght]",SANS_SERIF,True,valid
2200,"Georama[wdth,wght]",SANS_SERIF,True,valid
2201,StickNoBills[wght],SANS_SERIF,True,valid
2202,HennyPenny-Regular,DISPLAY,True,valid
2203,DMSans-Bold,SANS_SERIF,True,valid
2204,DMSans-BoldItalic,SANS_SERIF,True,valid
2205,DMSans-Regular,SANS_SERIF,True,valid
2206,DMSans-MediumItalic,SANS_SERIF,True,valid
2207,DMSans-Medium,SANS_SERIF,True,valid
2208,DMSans-Italic,SANS_SERIF,True,valid
2209,Assistant[wght],SANS_SERIF,True,valid
2210,Neuton-Italic,SERIF,True,valid
2211,Neuton-Light,SERIF,True,valid
2212,Neuton-ExtraBold,SERIF,True,valid
2213,Neuton-Bold,SERIF,True,valid
2214,Neuton-Regular,SERIF,True,valid
2215,Neuton-ExtraLight,SERIF,True,valid
2216,Gayathri-Thin,SANS_SERIF,True,valid
2217,Gayathri-Bold,SANS_SERIF,True,valid
2218,Gayathri-Regular,SANS_SERIF,True,valid
2219,Shojumaru-Regular,DISPLAY,True,valid
2220,Amiri-Bold,SERIF,True,valid
2221,Amiri-BoldItalic,SERIF,True,valid
2222,Amiri-Regular,SERIF,True,valid
2223,Amiri-Italic,SERIF,True,valid
2224,Hahmlet[wght],SERIF,True,valid
2225,Junge-Regular,SERIF,True,valid
2226,AlikeAngular-Regular,SERIF,True,valid
2227,Piedra-Regular,DISPLAY,True,valid
2228,StyleScript-Regular,HANDWRITING,True,valid
2229,AbyssinicaSIL-Regular,SERIF,True,valid
2230,MergeOne-Regular,SANS_SERIF,True,valid
2231,Ruthie-Regular,HANDWRITING,True,valid
2232,MeriendaOne-Regular,HANDWRITING,True,valid
2233,CherryBombOne-Regular,DISPLAY,True,valid
2234,Arbutus-Regular,DISPLAY,True,valid
2235,PaytoneOne-Regular,SANS_SERIF,True,valid
2236,Dongle-Light,SANS_SERIF,True,valid
2237,Dongle-Bold,SANS_SERIF,True,valid
2238,Dongle-Regular,SANS_SERIF,True,valid
2239,KellySlab-Regular,DISPLAY,True,valid
2240,RougeScript-Regular,HANDWRITING,True,valid
2241,Halant-Regular,SERIF,True,valid
2242,Halant-SemiBold,SERIF,True,valid
2243,Halant-Bold,SERIF,True,valid
2244,Halant-Light,SERIF,True,valid
2245,Halant-Medium,SERIF,True,valid
2246,AveriaSansLibre-Italic,DISPLAY,True,valid
2247,AveriaSansLibre-Regular,DISPLAY,True,valid
2248,AveriaSansLibre-Bold,DISPLAY,True,valid
2249,AveriaSansLibre-LightItalic,DISPLAY,True,valid
2250,AveriaSansLibre-BoldItalic,DISPLAY,True,valid
2251,AveriaSansLibre-Light,DISPLAY,True,valid
2252,Aldrich-Regular,SANS_SERIF,True,valid
2253,Podkova[wght],SERIF,True,valid
2254,Asset-Regular,DISPLAY,True,valid
2255,Jomolhari-Regular,SERIF,True,valid
2256,"BodoniModa-Italic[opsz,wght]",SERIF,True,valid
2257,"BodoniModa[opsz,wght]",SERIF,True,valid
2258,LeagueScript-Regular,HANDWRITING,True,valid
2259,Mako-Regular,SANS_SERIF,True,valid
2260,IBMPlexSerif-Light,SERIF,True,valid
2261,IBMPlexSerif-SemiBold,SERIF,True,valid
2262,IBMPlexSerif-ExtraLight,SERIF,True,valid
2263,IBMPlexSerif-Thin,SERIF,True,valid
2264,IBMPlexSerif-BoldItalic,SERIF,True,valid
2265,IBMPlexSerif-MediumItalic,SERIF,True,valid
2266,IBMPlexSerif-Medium,SERIF,True,valid
2267,IBMPlexSerif-Italic,SERIF,True,valid
2268,IBMPlexSerif-ThinItalic,SERIF,True,valid
2269,IBMPlexSerif-Regular,SERIF,True,valid
2270,IBMPlexSerif-LightItalic,SERIF,True,valid
2271,IBMPlexSerif-SemiBoldItalic,SERIF,True,valid
2272,IBMPlexSerif-Bold,SERIF,True,valid
2273,IBMPlexSerif-ExtraLightItalic,SERIF,True,valid
2274,IBMPlexSansKR-Bold,SANS_SERIF,True,valid
2275,IBMPlexSansKR-Regular,SANS_SERIF,True,valid
2276,IBMPlexSansKR-Light,SANS_SERIF,True,valid
2277,IBMPlexSansKR-ExtraLight,SANS_SERIF,True,valid
2278,IBMPlexSansKR-Thin,SANS_SERIF,True,valid
2279,IBMPlexSansKR-Medium,SANS_SERIF,True,valid
2280,IBMPlexSansKR-SemiBold,SANS_SERIF,True,valid
2281,Lusitana-Regular,SERIF,True,valid
2282,Lusitana-Bold,SERIF,True,valid
2283,TitanOne-Regular,DISPLAY,True,valid
2284,Quantico-Italic,SANS_SERIF,True,valid
2285,Quantico-BoldItalic,SANS_SERIF,True,valid
2286,Quantico-Bold,SANS_SERIF,True,valid
2287,Quantico-Regular,SANS_SERIF,True,valid
2288,Trocchi-Regular,SERIF,True,valid
2289,CabinSketch-Bold,DISPLAY,True,valid
2290,CabinSketch-Regular,DISPLAY,True,valid
2291,Asul-Regular,SANS_SERIF,True,valid
2292,Asul-Bold,SANS_SERIF,True,valid
2293,EncodeSansExpanded-Light,SANS_SERIF,True,valid
2294,EncodeSansExpanded-ExtraLight,SANS_SERIF,True,valid
2295,EncodeSansExpanded-Regular,SANS_SERIF,True,valid
2296,EncodeSansExpanded-SemiBold,SANS_SERIF,True,valid
2297,EncodeSansExpanded-Thin,SANS_SERIF,True,valid
2298,EncodeSansExpanded-Black,SANS_SERIF,True,valid
2299,EncodeSansExpanded-Bold,SANS_SERIF,True,valid
2300,EncodeSansExpanded-Medium,SANS_SERIF,True,valid
2301,EncodeSansExpanded-ExtraBold,SANS_SERIF,True,valid
2302,Lacquer-Regular,DISPLAY,True,valid
2303,"MontaguSlab[opsz,wght]",SERIF,True,valid
2304,Khula-Regular,SANS_SERIF,True,valid
2305,Khula-Light,SANS_SERIF,True,valid
2306,Khula-Bold,SANS_SERIF,True,valid
2307,Khula-ExtraBold,SANS_SERIF,True,valid
2308,Khula-SemiBold,SANS_SERIF,True,valid
2309,Julee-Regular,HANDWRITING,True,valid
2310,VarelaRound-Regular,SANS_SERIF,True,valid
2311,FrankRuhlLibre-Bold,SERIF,True,valid
2312,FrankRuhlLibre-Regular,SERIF,True,valid
2313,FrankRuhlLibre-Medium,SERIF,True,valid
2314,FrankRuhlLibre-Light,SERIF,True,valid
2315,FrankRuhlLibre-Black,SERIF,True,valid
2316,ShadowsIntoLight,HANDWRITING,True,valid
2317,Belgrano-Regular,SERIF,True,valid
2318,Graduate-Regular,DISPLAY,True,valid
2319,GamjaFlower-Regular,HANDWRITING,True,valid
2320,Pushster-Regular,DISPLAY,True,valid
2321,Jomhuria-Regular,DISPLAY,True,valid
2322,Radley-Regular,SERIF,True,valid
2323,Radley-Italic,SERIF,True,valid
2324,PontanoSans-Regular,SANS_SERIF,True,valid
2325,Nunito-Italic[wght],SANS_SERIF,True,test
2326,Nunito[wght],SANS_SERIF,True,test
2327,Tangerine-Bold,HANDWRITING,True,test
2328,Tangerine-Regular,HANDWRITING,True,test
2329,Trykker-Regular,SERIF,True,test
2330,Kenia-Regular,DISPLAY,True,test
2331,Fruktur-Italic,DISPLAY,True,test
2332,Fruktur-Regular,DISPLAY,True,test
2333,PurplePurse-Regular,DISPLAY,True,test
2334,Qahiri-Regular,SANS_SERIF,True,test
2335,Chokokutai-Regular,DISPLAY,True,test
2336,Stalemate-Regular,HANDWRITING,True,test
2337,Barrio-Regular,DISPLAY,True,test
2338,Glory-Italic[wght],SANS_SERIF,True,test
2339,Glory[wght],SANS_SERIF,True,test
2340,Khand-Regular,SANS_SERIF,True,test
2341,Khand-Medium,SANS_SERIF,True,test
2342,Khand-Light,SANS_SERIF,True,test
2343,Khand-SemiBold,SANS_SERIF,True,test
2344,Khand-Bold,SANS_SERIF,True,test
2345,LaBelleAurore,HANDWRITING,True,test
2346,Padauk-Bold,SANS_SERIF,True,test
2347,Padauk-Regular,SANS_SERIF,True,test
2348,Mogra-Regular,DISPLAY,True,test
2349,Slabo13px-Regular,SERIF,True,test
2350,Belleza-Regular,SANS_SERIF,True,test
2351,Allan-Bold,DISPLAY,True,test
2352,Allan-Regular,DISPLAY,True,test
2353,Capriola-Regular,SANS_SERIF,True,test
2354,Grandstander-Italic[wght],DISPLAY,True,test
2355,Grandstander[wght],DISPLAY,True,test
2356,BubblerOne-Regular,SANS_SERIF,True,test
2357,Pridi-Bold,SERIF,True,test
2358,Pridi-ExtraLight,SERIF,True,test
2359,Pridi-Medium,SERIF,True,test
2360,Pridi-Regular,SERIF,True,test
2361,Pridi-SemiBold,SERIF,True,test
2362,Pridi-Light,SERIF,True,test
2363,"Tourney[wdth,wght]",DISPLAY,True,test
2364,"Tourney-Italic[wdth,wght]",DISPLAY,True,test
2365,AtomicAge-Regular,DISPLAY,True,test
2366,JollyLodger-Regular,DISPLAY,True,test
2367,FleurDeLeah-Regular,HANDWRITING,True,test
2368,Miltonian-Regular,DISPLAY,True,test
2369,Lateef-Light,SERIF,True,test
2370,Lateef-ExtraLight,SERIF,True,test
2371,Lateef-SemiBold,SERIF,True,test
2372,Lateef-Regular,SERIF,True,test
2373,Lateef-Bold,SERIF,True,test
2374,Lateef-ExtraBold,SERIF,True,test
2375,Lateef-Medium,SERIF,True,test
2376,Underdog-Regular,DISPLAY,True,test
2377,IMFeENit28P,SERIF,True,test
2378,IMFeENrm28P,SERIF,True,test
2379,AguafinaScript-Regular,HANDWRITING,True,test
2380,Prata-Regular,SERIF,True,test
2381,CormorantUnicase-Light,SERIF,True,test
2382,CormorantUnicase-Bold,SERIF,True,test
2383,CormorantUnicase-SemiBold,SERIF,True,test
2384,CormorantUnicase-Regular,SERIF,True,test
2385,CormorantUnicase-Medium,SERIF,True,test
2386,Benne-Regular,SERIF,True,test
2387,Cambo-Regular,SERIF,True,test
2388,MuktaVaani-ExtraLight,SANS_SERIF,True,test
2389,MuktaVaani-Bold,SANS_SERIF,True,test
2390,MuktaVaani-ExtraBold,SANS_SERIF,True,test
2391,MuktaVaani-Medium,SANS_SERIF,True,test
2392,MuktaVaani-Light,SANS_SERIF,True,test
2393,MuktaVaani-SemiBold,SANS_SERIF,True,test
2394,MuktaVaani-Regular,SANS_SERIF,True,test
2395,Signika[wght],SANS_SERIF,True,test
2396,Sanchez-Italic,SERIF,True,test
2397,Sanchez-Regular,SERIF,True,test
2398,HerrVonMuellerhoff-Regular,HANDWRITING,True,test
2399,StintUltraCondensed-Regular,DISPLAY,True,test
2400,Glegoo-Bold,SERIF,True,test
2401,Glegoo-Regular,SERIF,True,test
2402,Vollkorn-Italic[wght],SERIF,True,test
2403,Vollkorn[wght],SERIF,True,test
2404,LexendPeta[wght],SANS_SERIF,True,test
2405,BreeSerif-Regular,SERIF,True,test
2406,BilboSwashCaps-Regular,HANDWRITING,True,test
2407,KiteOne-Regular,SANS_SERIF,True,test
2408,MrsSheppards-Regular,HANDWRITING,True,test
2409,Manuale-Italic[wght],SERIF,True,test
2410,Manuale[wght],SERIF,True,test
2411,McLaren-Regular,DISPLAY,True,test
2412,Unlock-Regular,DISPLAY,True,test
2413,RuslanDisplay,DISPLAY,True,test
2414,LibreBaskerville-Regular,SERIF,True,test
2415,LibreBaskerville-Italic,SERIF,True,test
2416,LibreBaskerville-Bold,SERIF,True,test
2417,Quando-Regular,SERIF,True,test
2418,GravitasOne,DISPLAY,True,test
2419,Metamorphous-Regular,DISPLAY,True,test
2420,Fascinate-Regular,DISPLAY,True,test
2421,Galdeano-Regular,SANS_SERIF,True,test
2422,Mansalva-Regular,HANDWRITING,True,test
2423,JosefinSlab[wght],SERIF,True,test
2424,JosefinSlab-Italic[wght],SERIF,True,test
2425,ZillaSlabHighlight-Regular,DISPLAY,True,test
2426,ZillaSlabHighlight-Bold,DISPLAY,True,test
2427,Srisakdi-Bold,DISPLAY,True,test
2428,Srisakdi-Regular,DISPLAY,True,test
2429,BungeeInline-Regular,DISPLAY,True,test
2430,RhodiumLibre-Regular,SERIF,True,test
2431,MiltonianTattoo-Regular,DISPLAY,True,test
2432,HindMysuru-SemiBold,SANS_SERIF,True,test
2433,HindMysuru-Regular,SANS_SERIF,True,test
2434,HindMysuru-Bold,SANS_SERIF,True,test
2435,HindMysuru-Medium,SANS_SERIF,True,test
2436,HindMysuru-Light,SANS_SERIF,True,test
2437,MacondoSwashCaps-Regular,DISPLAY,True,test
2438,Federant-Regular,DISPLAY,True,test
2439,CarroisGothic-Regular,SANS_SERIF,True,test
2440,Slabo27px-Regular,SERIF,True,test
2441,Mitr-SemiBold,SANS_SERIF,True,test
2442,Mitr-Light,SANS_SERIF,True,test
2443,Mitr-Regular,SANS_SERIF,True,test
2444,Mitr-ExtraLight,SANS_SERIF,True,test
2445,Mitr-Medium,SANS_SERIF,True,test
2446,Mitr-Bold,SANS_SERIF,True,test
2447,InriaSerif-LightItalic,SERIF,True,test
2448,InriaSerif-Bold,SERIF,True,test
2449,InriaSerif-Regular,SERIF,True,test
2450,InriaSerif-BoldItalic,SERIF,True,test
2451,InriaSerif-Italic,SERIF,True,test
2452,InriaSerif-Light,SERIF,True,test
2453,Tajawal-Light,SANS_SERIF,True,test
2454,Tajawal-Bold,SANS_SERIF,True,test
2455,Tajawal-Black,SANS_SERIF,True,test
2456,Tajawal-Medium,SANS_SERIF,True,test
2457,Tajawal-ExtraBold,SANS_SERIF,True,test
2458,Tajawal-Regular,SANS_SERIF,True,test
2459,Tajawal-ExtraLight,SANS_SERIF,True,test
2460,MochiyPopOne-Regular,SANS_SERIF,True,test
2461,Moul-Regular,DISPLAY,True,test
2462,IBMPlexSansThai-Light,SANS_SERIF,True,test
2463,IBMPlexSansThai-Bold,SANS_SERIF,True,test
2464,IBMPlexSansThai-SemiBold,SANS_SERIF,True,test
2465,IBMPlexSansThai-Medium,SANS_SERIF,True,test
2466,IBMPlexSansThai-Regular,SANS_SERIF,True,test
2467,IBMPlexSansThai-Thin,SANS_SERIF,True,test
2468,IBMPlexSansThai-ExtraLight,SANS_SERIF,True,test
2469,Tuffy-Regular,SANS_SERIF,True,test
2470,Tuffy-Italic,SANS_SERIF,True,test
2471,Tuffy-Bold,SANS_SERIF,True,test
2472,Tuffy-BoldItalic,SANS_SERIF,True,test
2473,CormorantUpright-Medium,SERIF,True,test
2474,CormorantUpright-SemiBold,SERIF,True,test
2475,CormorantUpright-Regular,SERIF,True,test
2476,CormorantUpright-Light,SERIF,True,test
2477,CormorantUpright-Bold,SERIF,True,test
2478,Coustard-Black,SERIF,True,test
2479,Coustard-Regular,SERIF,True,test
2480,BigShouldersStencilDisplay[wght],DISPLAY,True,test
2481,Grenze-Light,SERIF,True,test
2482,Grenze-BoldItalic,SERIF,True,test
2483,Grenze-Black,SERIF,True,test
2484,Grenze-ExtraBoldItalic,SERIF,True,test
2485,Grenze-MediumItalic,SERIF,True,test
2486,Grenze-ExtraBold,SERIF,True,test
2487,Grenze-SemiBold,SERIF,True,test
2488,Grenze-Medium,SERIF,True,test
2489,Grenze-Regular,SERIF,True,test
2490,Grenze-ExtraLightItalic,SERIF,True,test
2491,Grenze-LightItalic,SERIF,True,test
2492,Grenze-Italic,SERIF,True,test
2493,Grenze-BlackItalic,SERIF,True,test
2494,Grenze-Thin,SERIF,True,test
2495,Grenze-SemiBoldItalic,SERIF,True,test
2496,Grenze-ExtraLight,SERIF,True,test
2497,Grenze-Bold,SERIF,True,test
2498,Grenze-ThinItalic,SERIF,True,test
2499,EkMukta-Medium,SANS_SERIF,True,test
2500,EkMukta-ExtraLight,SANS_SERIF,True,test
2501,EkMukta-SemiBold,SANS_SERIF,True,test
2502,EkMukta-Regular,SANS_SERIF,True,test
2503,EkMukta-ExtraBold,SANS_SERIF,True,test
2504,EkMukta-Light,SANS_SERIF,True,test
2505,EkMukta-Bold,SANS_SERIF,True,test
2506,"Gluten[slnt,wght]",DISPLAY,True,test
2507,Montserrat-Italic[wght],SANS_SERIF,True,test
2508,Montserrat[wght],SANS_SERIF,True,test
2509,NewTegomin-Regular,SERIF,True,test
2510,Niconne-Regular,HANDWRITING,True,test
2511,Lekton-Italic,SANS_SERIF,True,test
2512,Lekton-Regular,SANS_SERIF,True,test
2513,Lekton-Bold,SANS_SERIF,True,test
2514,Cardo-Regular,SERIF,True,test
2515,Cardo-Bold,SERIF,True,test
2516,Cardo-Italic,SERIF,True,test
2517,Sintony-Regular,SANS_SERIF,True,test
2518,Sintony-Bold,SANS_SERIF,True,test
2519,CodaCaption-ExtraBold,SANS_SERIF,True,test
2520,FiraSansCondensed-ExtraBold,SANS_SERIF,True,test
2521,FiraSansCondensed-Black,SANS_SERIF,True,test
2522,FiraSansCondensed-BoldItalic,SANS_SERIF,True,test
2523,FiraSansCondensed-LightItalic,SANS_SERIF,True,test
2524,FiraSansCondensed-Bold,SANS_SERIF,True,test
2525,FiraSansCondensed-SemiBoldItalic,SANS_SERIF,True,test
2526,FiraSansCondensed-Regular,SANS_SERIF,True,test
2527,FiraSansCondensed-Thin,SANS_SERIF,True,test
2528,FiraSansCondensed-BlackItalic,SANS_SERIF,True,test
2529,FiraSansCondensed-MediumItalic,SANS_SERIF,True,test
2530,FiraSansCondensed-ExtraLight,SANS_SERIF,True,test
2531,FiraSansCondensed-SemiBold,SANS_SERIF,True,test
2532,FiraSansCondensed-ThinItalic,SANS_SERIF,True,test
2533,FiraSansCondensed-Italic,SANS_SERIF,True,test
2534,FiraSansCondensed-Medium,SANS_SERIF,True,test
2535,FiraSansCondensed-ExtraLightItalic,SANS_SERIF,True,test
2536,FiraSansCondensed-ExtraBoldItalic,SANS_SERIF,True,test
2537,FiraSansCondensed-Light,SANS_SERIF,True,test
2538,Carattere-Regular,HANDWRITING,True,test
2539,Amaranth-BoldItalic,SANS_SERIF,True,test
2540,Amaranth-Italic,SANS_SERIF,True,test
2541,Amaranth-Regular,SANS_SERIF,True,test
2542,Amaranth-Bold,SANS_SERIF,True,test
2543,AtkinsonHyperlegible-Italic,SANS_SERIF,True,test
2544,AtkinsonHyperlegible-BoldItalic,SANS_SERIF,True,test
2545,AtkinsonHyperlegible-Bold,SANS_SERIF,True,test
2546,AtkinsonHyperlegible-Regular,SANS_SERIF,True,test
2547,LilyScriptOne-Regular,DISPLAY,True,test
2548,Cuprum-Italic[wght],SANS_SERIF,True,test
2549,Cuprum[wght],SANS_SERIF,True,test
2550,Condiment-Regular,HANDWRITING,True,test
2551,BakbakOne-Regular,DISPLAY,True,test
2552,BalooBhai2[wght],DISPLAY,True,test
2553,CantoraOne-Regular,SANS_SERIF,True,test
2554,RampartOne-Regular,DISPLAY,True,test
2555,MeeraInimai-Regular,SANS_SERIF,True,test
2556,Smythe-Regular,DISPLAY,True,test
2557,"EncodeSans[wdth,wght]",SANS_SERIF,True,test
2558,GideonRoman-Regular,DISPLAY,True,test
2559,KottaOne-Regular,SERIF,True,test
2560,Galindo-Regular,DISPLAY,True,test
2561,ClickerScript-Regular,HANDWRITING,True,test
2562,NovaSquare,DISPLAY,True,test
2563,AkayaKanadaka-Regular,DISPLAY,True,test
2564,ZillaSlab-SemiBoldItalic,SERIF,True,test
2565,ZillaSlab-LightItalic,SERIF,True,test
2566,ZillaSlab-SemiBold,SERIF,True,test
2567,ZillaSlab-BoldItalic,SERIF,True,test
2568,ZillaSlab-Regular,SERIF,True,test
2569,ZillaSlab-Light,SERIF,True,test
2570,ZillaSlab-Italic,SERIF,True,test
2571,ZillaSlab-Medium,SERIF,True,test
2572,ZillaSlab-Bold,SERIF,True,test
2573,ZillaSlab-MediumItalic,SERIF,True,test
